,propietario_casa,cant_carros,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_Bachelors,escolaridad_Graduate Degree,escolaridad_High School,escolaridad_Partial College,escolaridad_Partial High School,ocupación_Clerical,ocupación_Management,ocupación_Manual,ocupación_Professional,ocupación_Skilled Manual,género_F,género_M,estado_civil_M,estado_civil_S
4232,1,2,1,134694,0,54.09,66,1,0,0,0,0,0,0,0,1,0,1,0,0,1
4233,0,1,0,58792,0,52.72,32,0,0,0,0,1,0,0,0,0,1,1,0,0,1
4234,0,0,0,86175,0,49.6,26,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4235,1,0,2,28576,0,45.99,53,0,0,0,0,1,0,0,1,0,0,1,0,1,0
4236,1,2,1,85346,0,49.7,35,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4237,1,0,2,106817,1,51.52,58,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4238,1,2,2,104152,0,51.5,35,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4239,0,1,0,56095,1,53.24,25,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4240,0,3,0,85930,0,51.68,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4241,0,2,2,52597,1,51.19,34,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4242,1,1,0,58886,0,50.54,56,0,0,1,0,0,0,0,0,0,1,1,0,0,1
4243,1,2,1,132783,1,53.75,36,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4244,0,0,0,86549,1,53.94,39,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4245,1,1,2,108449,1,55.01,61,0,0,0,1,0,0,1,0,0,0,0,1,1,0
4246,1,1,2,29309,0,45.94,42,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4247,0,2,0,77984,1,52.01,28,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4248,1,0,1,54380,1,50.97,59,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4249,0,1,0,54457,1,52.83,31,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4250,0,0,0,55826,1,48.91,28,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4251,1,2,2,109222,1,54.31,58,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4252,1,3,1,83222,1,50.05,31,0,1,0,0,0,1,0,0,0,0,0,1,1,0
4253,1,1,2,81948,1,52.38,58,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4254,1,3,0,131240,1,52.44,34,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4255,0,1,0,77989,1,59.16,37,0,1,0,0,0,1,0,0,0,0,0,1,0,1
4256,1,1,2,61410,1,48.13,53,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4257,0,1,0,28240,0,47.27,30,0,0,0,0,1,0,0,1,0,0,0,1,0,1
4258,1,2,2,112253,1,55.36,57,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4259,1,2,2,78845,1,62.8,48,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4260,1,2,2,77036,1,52.85,38,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4261,1,2,0,77615,1,52.65,53,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4262,0,1,0,61285,0,48.93,25,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4263,0,0,0,58667,1,51.94,26,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4264,0,2,0,52521,1,47.72,33,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4265,1,0,2,54475,0,47.92,57,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4266,0,3,0,105712,1,52.43,34,0,1,0,0,0,0,1,0,0,0,0,1,0,1
4267,1,2,1,61786,1,59.21,40,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4268,0,0,0,57426,0,53.26,23,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4269,1,1,2,82030,1,54.11,43,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4270,1,0,2,135269,1,55.58,64,1,0,0,0,0,0,0,0,1,0,0,1,1,0
4271,1,1,2,26509,0,47.19,54,0,0,0,0,1,0,0,1,0,0,1,0,1,0
4272,0,1,0,59588,0,50.21,27,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4273,1,2,0,102544,1,50.92,30,0,0,0,1,0,0,1,0,0,0,1,0,1,0
4274,1,0,2,53759,1,49.99,58,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4275,1,0,2,78885,1,53.62,39,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4276,1,1,1,59673,1,48.28,36,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4277,1,2,2,128287,1,55.14,66,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4278,1,1,1,26588,0,51.65,46,0,0,0,0,1,0,0,1,0,0,0,1,1,0
4279,1,1,0,58088,0,52.38,46,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4280,0,2,0,54925,1,52.29,37,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4281,0,2,0,111197,1,51.47,25,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4282,0,1,0,28208,0,49.69,27,0,0,1,0,0,0,0,1,0,0,1,0,0,1
4283,1,2,2,82968,1,52.73,62,0,1,0,0,0,1,0,0,0,0,1,0,1,0
4284,0,1,1,60899,1,51.7,33,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4285,1,1,2,128799,0,52.44,33,0,1,0,0,0,0,0,0,1,0,1,0,1,0
4286,1,1,0,81341,0,51.77,47,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4287,1,3,2,82558,1,59.25,48,0,0,1,0,0,1,0,0,0,0,0,1,1,0
4288,0,0,0,27377,0,45.54,43,0,0,0,1,0,0,0,1,0,0,0,1,0,1
4289,0,0,2,31858,0,46.02,31,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4290,0,2,0,80554,1,50.17,28,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4291,1,3,0,128181,1,59.27,45,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4292,1,2,2,132366,1,61.29,50,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4293,1,2,2,135682,1,54.8,38,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4294,1,2,2,111375,1,55.83,36,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4295,1,1,0,131260,0,56.1,34,0,1,0,0,0,0,0,0,1,0,1,0,0,1
4296,0,0,0,51688,1,48.82,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0
4297,0,1,0,79505,0,50.53,35,0,1,0,0,0,1,0,0,0,0,1,0,0,1
4298,1,0,2,55532,1,49.82,54,1,0,0,0,0,0,0,0,0,1,1,0,1,0
4299,1,1,2,32735,0,46.41,54,0,0,0,0,1,0,0,1,0,0,1,0,1,0
4300,0,3,0,83953,1,49.66,30,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4301,0,1,0,26977,0,46.69,24,0,0,1,0,0,0,0,1,0,0,1,0,0,1
4302,0,0,0,54610,1,52.74,26,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4303,0,0,0,28569,0,49.87,32,1,0,0,0,0,0,0,1,0,0,1,0,0,1
4304,1,2,0,111173,1,51.96,37,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4305,1,1,2,34826,0,46.68,51,0,0,0,1,0,0,0,1,0,0,1,0,1,0
4306,0,1,1,57799,1,51.71,32,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4307,0,2,0,60285,1,51.6,33,0,0,0,0,1,0,0,0,0,1,1,0,0,1
4308,0,1,0,61041,0,51.42,37,0,0,0,0,1,0,0,0,0,1,1,0,0,1
4309,1,0,2,55030,1,51.68,47,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4310,1,1,0,134465,0,53.56,36,1,0,0,0,0,0,0,0,1,0,1,0,0,1
4311,0,1,0,55480,0,57.89,41,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4312,1,1,2,30171,1,45.76,61,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4313,0,1,0,78528,0,50.68,40,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4314,1,3,0,78743,1,54.25,43,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4315,1,1,2,54687,1,52.01,41,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4316,1,1,2,28290,0,45.96,64,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4317,0,2,0,54003,1,47.6,44,0,1,0,0,0,0,0,0,0,1,1,0,0,1
4318,0,3,0,80821,1,52.97,38,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4319,0,1,2,35999,1,48.57,32,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4320,0,1,0,79414,1,53.63,34,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4321,1,1,1,85286,1,50.0,34,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4322,1,3,2,137077,1,61.03,45,1,0,0,0,0,0,0,0,1,0,0,1,1,0
4323,0,0,2,37067,1,52.85,38,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4324,0,0,0,31275,0,45.35,30,0,0,0,0,1,0,0,1,0,0,0,1,0,1
4325,1,1,0,80669,1,53.92,45,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4326,0,0,1,29801,0,50.24,38,1,0,0,0,0,0,0,1,0,0,1,0,1,0
4327,0,2,0,107263,1,54.11,36,1,0,0,0,0,0,1,0,0,0,1,0,0,1
4328,1,0,2,31608,1,48.9,48,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4329,1,0,2,58069,1,50.0,49,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4330,0,0,0,52837,1,48.34,29,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4331,0,1,0,87269,0,49.62,28,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4332,1,2,0,103663,0,53.65,55,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4333,0,1,0,102583,1,53.85,28,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4334,1,2,2,53771,1,47.9,53,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4335,1,2,2,78760,1,50.51,46,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4336,1,3,0,105602,1,53.94,52,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4337,0,0,0,34667,1,57.75,44,0,0,0,1,0,0,0,1,0,0,0,1,0,1
4338,1,1,1,127898,1,53.51,34,0,1,0,0,0,0,0,0,1,0,1,0,1,0
4339,1,3,2,111342,1,52.11,41,0,1,0,0,0,0,1,0,0,0,0,1,1,0
4340,1,3,0,133311,1,55.84,44,0,1,0,0,0,0,0,0,1,0,1,0,0,1
4341,0,1,0,60567,0,53.36,24,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4342,0,0,0,53146,1,52.52,35,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4343,0,1,0,53519,0,51.99,38,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4344,0,1,0,79051,0,50.52,25,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4345,1,2,1,110168,0,51.42,59,0,0,0,1,0,0,1,0,0,0,0,1,0,1
4346,0,0,1,26893,0,45.87,35,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4347,1,1,2,58618,0,58.15,47,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4348,0,2,0,83160,0,51.73,32,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4349,0,1,0,25449,0,45.6,40,1,0,0,0,0,0,0,1,0,0,1,0,0,1
4350,0,1,0,59664,0,50.74,28,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4351,1,1,0,60198,0,48.82,49,0,0,0,0,1,0,0,0,0,1,1,0,0,1
4352,0,0,1,57441,0,48.49,33,0,0,0,0,1,0,0,0,0,1,1,0,1,0
4353,0,0,1,33604,1,54.02,37,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4354,0,3,0,109368,1,51.16,25,0,0,0,1,0,0,1,0,0,0,0,1,1,0
4355,0,0,0,26892,0,47.23,43,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4356,1,2,1,109990,1,51.33,54,0,0,0,1,0,0,1,0,0,0,1,0,1,0
4357,1,1,2,56280,1,51.83,40,0,1,0,0,0,0,0,0,0,1,1,0,1,0
4358,0,0,0,26852,0,45.04,30,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4359,0,1,0,61774,1,50.57,38,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4360,1,2,2,132142,1,53.09,34,1,0,0,0,0,0,0,0,1,0,0,1,1,0
4361,1,2,0,113288,0,51.68,34,0,1,0,0,0,0,1,0,0,0,0,1,1,0
4362,0,1,0,62134,0,50.51,36,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4363,1,1,1,55130,0,48.69,43,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4364,1,0,2,53400,1,51.97,47,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4365,0,0,0,36151,0,47.79,29,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4366,0,0,0,59957,1,49.32,24,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4367,0,2,0,53956,1,48.4,25,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4368,0,1,0,51861,0,48.42,23,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4369,1,1,0,79263,1,54.39,51,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4370,1,1,1,78255,0,50.34,34,0,0,1,0,0,1,0,0,0,0,0,1,1,0
4371,1,2,1,54886,1,52.36,57,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4372,0,1,0,59137,0,50.4,29,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4373,1,1,2,51254,1,48.17,58,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4374,1,2,1,131638,0,54.76,61,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4375,1,1,2,30306,1,48.99,49,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4376,0,0,0,58987,1,50.62,31,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4377,0,2,0,79919,1,61.59,38,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4378,1,0,0,56183,1,55.41,49,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4379,1,2,2,56171,0,51.47,49,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4380,0,1,0,34636,0,46.86,33,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4381,1,1,2,109950,1,54.25,35,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4382,1,2,2,104830,1,54.49,63,0,1,0,0,0,0,1,0,0,0,0,1,1,0
4383,0,0,0,54232,1,48.52,28,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4384,1,3,2,111988,1,53.42,64,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4385,1,3,0,104117,1,62.59,39,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4386,1,2,2,86454,1,61.9,46,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4387,0,1,0,35516,0,48.87,29,0,0,0,0,1,0,0,1,0,0,1,0,0,1
4388,0,0,0,26647,0,46.15,25,0,0,0,0,1,0,0,1,0,0,0,1,0,1
4389,1,0,2,35255,1,49.58,54,0,0,0,1,0,0,0,1,0,0,1,0,1,0
4390,1,0,1,27789,0,45.67,48,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4391,1,1,2,55571,1,49.9,57,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4392,0,0,0,61928,1,49.14,36,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4393,1,1,0,78212,0,57.68,48,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4394,1,1,1,53700,0,56.97,45,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4395,0,0,0,61145,1,51.52,38,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4396,1,0,2,61999,1,49.43,53,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4397,1,0,2,55969,1,48.58,56,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4398,0,2,0,84476,1,50.14,28,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4399,0,1,0,55823,0,52.14,30,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4400,1,2,2,76862,0,50.0,58,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4401,0,2,0,86007,0,50.33,30,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4402,1,1,1,83044,1,53.46,62,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4403,1,0,1,59763,1,48.58,49,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4404,0,2,0,61541,1,52.16,35,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4405,1,3,1,109380,1,50.68,57,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4406,1,1,2,52665,0,56.31,55,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4407,1,1,0,34644,0,50.23,55,1,0,0,0,0,0,0,1,0,0,0,1,0,1
4408,1,0,2,34587,1,55.06,56,0,0,1,0,0,0,0,1,0,0,0,1,1,0
4409,1,2,2,133610,1,53.56,44,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4410,1,2,0,137172,1,52.26,34,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4411,1,3,0,80826,0,49.95,50,0,1,0,0,0,1,0,0,0,0,1,0,0,1
4412,0,0,0,35218,1,46.03,27,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4413,1,2,0,112092,0,54.33,43,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4414,1,0,2,54460,1,48.16,45,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4415,0,2,0,52075,1,60.86,44,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4416,0,1,0,80365,0,53.25,29,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4417,1,3,0,106821,1,51.46,38,1,0,0,0,0,0,1,0,0,0,1,0,0,1
4418,0,1,0,29919,0,47.04,28,0,0,1,0,0,0,0,1,0,0,0,1,0,1
4419,0,1,0,59912,1,48.66,29,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4420,0,0,0,54605,1,48.55,32,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4421,1,0,2,84566,1,53.67,68,0,0,1,0,0,1,0,0,0,0,1,0,1,0
4422,1,2,2,53615,0,48.76,59,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4423,1,2,2,87881,1,52.2,44,0,1,0,0,0,1,0,0,0,0,0,1,1,0
4424,1,1,2,53974,0,48.77,66,1,0,0,0,0,0,0,0,0,1,1,0,1,0
4425,0,0,0,27535,0,49.89,34,0,0,1,0,0,0,0,1,0,0,0,1,0,1
4426,0,2,0,52219,1,47.67,24,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4427,0,1,0,104626,0,53.81,35,1,0,0,0,0,0,1,0,0,0,1,0,0,1
4428,0,0,2,35703,0,46.51,32,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4429,1,2,2,56961,0,56.01,47,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4430,1,0,2,56650,1,50.53,49,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4431,0,1,0,59575,0,48.22,30,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4432,0,3,0,81936,0,51.53,29,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4433,0,3,0,105719,1,54.08,32,1,0,0,0,0,0,1,0,0,0,1,0,0,1
4434,1,2,2,59330,1,50.79,51,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4435,1,1,0,56462,0,50.85,50,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4436,0,2,0,83566,1,54.88,26,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4437,0,1,0,83740,0,50.08,28,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4438,1,2,0,110219,0,51.61,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4439,0,0,1,32711,1,46.25,36,1,0,0,0,0,0,0,1,0,0,1,0,1,0
4440,1,0,2,77999,1,51.52,54,0,0,1,0,0,1,0,0,0,0,1,0,1,0
4441,1,1,0,53492,0,48.26,46,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4442,0,0,0,28149,0,46.67,40,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4443,0,1,0,34900,1,47.9,25,0,0,1,0,0,0,0,1,0,0,0,1,0,1
4444,1,2,0,137821,1,52.85,34,1,0,0,0,0,0,0,0,1,0,1,0,0,1
4445,1,1,2,77768,1,50.05,62,0,1,0,0,0,1,0,0,0,0,1,0,1,0
4446,0,1,2,27288,0,45.2,35,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4447,1,1,2,54338,1,52.65,37,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4448,1,1,1,112942,0,51.41,33,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4449,1,1,1,129671,1,52.09,32,0,1,0,0,0,0,0,0,1,0,1,0,1,0
4450,0,3,0,83373,1,52.75,23,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4451,1,0,2,57949,1,49.06,51,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4452,0,2,1,55610,0,48.17,33,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4453,1,0,1,36097,0,49.51,42,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4454,1,1,2,55825,1,52.08,51,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4455,1,0,2,54703,1,48.09,42,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4456,0,0,0,52340,0,48.91,44,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4457,1,1,1,82530,0,49.67,40,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4458,1,1,0,79767,0,50.27,42,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4459,1,0,2,33923,1,46.34,57,0,0,0,1,0,0,0,1,0,0,1,0,1,0
4460,1,2,2,60689,1,61.56,40,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4461,1,2,0,129556,0,52.14,25,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4462,0,1,0,25546,0,47.47,26,0,0,0,0,1,0,0,1,0,0,1,0,0,1
4463,1,0,2,30133,1,45.78,60,0,0,0,1,0,0,0,1,0,0,0,1,1,0
4464,0,2,0,58658,0,48.86,26,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4465,1,2,2,85479,1,51.14,35,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4466,1,0,1,86513,1,54.86,49,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4467,0,2,0,83629,1,49.69,27,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4468,1,3,2,82457,1,56.45,45,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4469,1,0,2,84751,1,51.03,54,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4470,1,1,0,82971,0,57.44,41,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4471,1,0,2,55694,0,55.38,37,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4472,1,1,1,111858,1,52.14,34,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4473,0,1,0,55052,0,52.96,43,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4474,0,1,0,78890,0,49.88,24,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4475,1,1,1,56743,0,48.97,43,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4476,1,3,0,111905,1,51.22,30,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4477,1,0,0,54306,1,54.44,48,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4478,0,0,0,106565,0,55.62,33,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4479,0,2,0,56801,0,51.19,40,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4480,0,0,0,26008,0,45.18,26,0,0,0,1,0,0,0,1,0,0,1,0,1,0
4481,0,1,0,56817,1,57.24,40,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4482,0,1,0,82507,1,49.89,24,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4483,1,2,1,130968,1,55.2,31,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4484,1,0,2,76468,1,50.92,44,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4485,1,0,2,36426,1,51.54,47,0,0,0,1,0,0,0,1,0,0,0,1,1,0
4486,1,1,2,33396,0,50.19,49,0,0,0,0,1,0,0,1,0,0,0,1,1,0
4487,1,2,1,79177,1,51.92,41,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4488,1,1,1,107076,1,61.13,40,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4489,0,3,0,83995,0,54.94,33,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4490,1,2,2,108834,1,55.12,53,0,0,0,1,0,0,1,0,0,0,1,0,1,0
4491,1,2,2,86417,0,49.73,35,0,1,0,0,0,1,0,0,0,0,1,0,1,0
4492,1,2,2,128660,1,51.47,34,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4493,0,2,0,54661,0,49.08,29,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4494,0,1,0,26831,0,49.01,32,0,0,0,0,1,0,0,1,0,0,1,0,0,1
4495,0,2,0,81236,1,49.62,25,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4496,1,0,0,53746,1,56.76,49,0,0,0,0,1,0,0,0,0,1,0,1,0,1
4497,1,0,0,82410,1,51.7,49,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4498,0,1,0,54285,0,48.05,25,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4499,0,1,0,30011,0,50.52,39,0,0,0,0,1,0,0,1,0,0,0,1,0,1
4500,0,0,0,61247,0,50.36,46,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4501,1,0,2,81698,1,57.01,54,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4502,0,1,0,79621,0,49.83,27,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4503,1,1,0,108449,1,50.98,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4504,1,1,0,112522,0,54.46,50,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4505,0,3,0,108500,1,55.56,34,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4506,0,0,0,30998,0,46.62,30,0,0,0,0,1,0,0,1,0,0,0,1,1,0
4507,1,1,0,82242,0,52.76,43,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4508,1,2,0,61887,1,54.14,55,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4509,1,1,2,54643,0,48.22,57,1,0,0,0,0,0,0,0,0,1,1,0,1,0
4510,1,3,0,133867,0,52.61,35,1,0,0,0,0,0,0,0,1,0,0,1,1,0
4511,1,1,0,137129,0,54.52,36,1,0,0,0,0,0,0,0,1,0,1,0,0,1
4512,0,0,0,27124,0,45.92,23,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4513,1,1,2,35179,1,49.83,63,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4514,0,0,0,51902,1,48.84,27,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4515,1,0,2,106870,1,51.3,61,0,1,0,0,0,0,1,0,0,0,0,1,1,0
4516,1,2,2,86057,1,55.37,48,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4517,1,1,3,56145,1,48.56,62,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4518,1,1,3,77566,0,49.7,62,1,0,0,0,0,1,0,0,0,0,1,0,1,0
